QEUV2 ()                                                                        
UT= 0.00 LAT=    2.50 (DEG)                                                     
VTGCM (DAY,HR,MIN=300, 0, 0)                                                    
Frame    1                                                                      
nx=  73 xx  LONGITUDE (DEG)                         
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.31897E-19  0.96956E-11  0.18122E-10  0.83660E-10  0.74628E-09  0.47298E-08
  0.17662E-07  0.44930E-07  0.89070E-07  0.14946E-06  0.22320E-06  0.30613E-06
  0.39354E-06  0.48060E-06  0.56271E-06  0.63568E-06  0.69592E-06  0.74054E-06
  0.76747E-06  0.77551E-06  0.27231E-05  0.26912E-05  0.25964E-05  0.24430E-05
  0.22386E-05  0.19928E-05  0.17173E-05  0.14253E-05  0.11308E-05  0.84801E-06
  0.59087E-06  0.37223E-06  0.20262E-06  0.88071E-07  0.26491E-07  0.43397E-08
  0.31993E-09  0.29492E-10  0.10078E-10  0.41926E-19  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.90157E-19  0.10083E-10  0.28893E-10  0.29818E-09  0.40137E-08
  0.24815E-07  0.83633E-07  0.19455E-06  0.36069E-06  0.57690E-06  0.83310E-06
  0.11165E-05  0.14127E-05  0.17071E-05  0.19850E-05  0.22331E-05  0.24395E-05
  0.25943E-05  0.26903E-05  0.27231E-05  0.69582E-05  0.68757E-05  0.66374E-05
  0.62538E-05  0.57416E-05  0.51238E-05  0.44285E-05  0.36880E-05  0.29382E-05
  0.22164E-05  0.15593E-05  0.99959E-06  0.56228E-06  0.25974E-06  0.86782E-07
  0.16309E-07  0.10711E-08  0.46181E-10  0.10312E-10  0.30885E-19  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.28222E-17  0.10343E-10  0.46670E-10  0.11219E-08
  0.16813E-07  0.88062E-07  0.26171E-06  0.56489E-06  0.10032E-05  0.15647E-05
  0.22244E-05  0.29493E-05  0.37022E-05  0.44450E-05  0.51414E-05  0.57586E-05
  0.62683E-05  0.66480E-05  0.68813E-05  0.69582E-05  0.16346E-04  0.16163E-04
  0.15661E-04  0.14858E-04  0.13781E-04  0.12466E-04  0.10960E-04  0.93199E-05
  0.76134E-05  0.59166E-05  0.43124E-05  0.28860E-05  0.17152E-05  0.85609E-06
  0.32400E-06  0.76068E-07  0.65281E-08  0.10831E-09  0.10666E-10  0.70344E-19
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.40430E-16  0.10778E-10  0.12056E-09
  0.75018E-08  0.83733E-07  0.34763E-06  0.90422E-06  0.17927E-05  0.29937E-05
  0.44480E-05  0.60753E-05  0.77884E-05  0.95027E-05  0.11141E-04  0.12636E-04
  0.13930E-04  0.14978E-04  0.15745E-04  0.16206E-04  0.16346E-04  0.36480E-04
  0.36151E-04  0.35255E-04  0.33812E-04  0.31852E-04  0.29418E-04  0.26567E-04
  0.23369E-04  0.19914E-04  0.16312E-04  0.12698E-04  0.92327E-05  0.61006E-05
  0.34978E-05  0.15981E-05  0.49022E-06  0.66224E-07  0.10103E-08  0.11895E-10
  0.16252E-17  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.88620E-16  0.12158E-10
  0.11548E-08  0.72628E-07  0.52650E-06  0.16838E-05  0.36512E-05  0.63252E-05
  0.95224E-05  0.13041E-04  0.16693E-04  0.20315E-04  0.23772E-04  0.26954E-04
  0.29771E-04  0.32156E-04  0.34052E-04  0.35421E-04  0.36236E-04  0.36480E-04
  0.76959E-04  0.76435E-04  0.74957E-04  0.72548E-04  0.69241E-04  0.65081E-04
  0.60129E-04  0.54459E-04  0.48166E-04  0.41367E-04  0.34216E-04  0.26914E-04
  0.19730E-04  0.13021E-04  0.72543E-05  0.29837E-05  0.64358E-06  0.22111E-07
  0.16242E-10  0.48373E-17  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.67812E-16
  0.16524E-10  0.23205E-07  0.66655E-06  0.30817E-05  0.74262E-05  0.13286E-04
  0.20077E-04  0.27327E-04  0.34673E-04  0.41847E-04  0.48649E-04  0.54926E-04
  0.60563E-04  0.65468E-04  0.69567E-04  0.72802E-04  0.75131E-04  0.76523E-04
  0.76959E-04  0.15535E-03  0.15444E-03  0.15181E-03  0.14749E-03  0.14155E-03
  0.13410E-03  0.12524E-03  0.11511E-03  0.10387E-03  0.91652E-04  0.78637E-04
  0.65014E-04  0.51032E-04  0.37066E-04  0.23727E-04  0.12082E-04  0.37345E-05
  0.25502E-06  0.30830E-10  0.51758E-17  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.17703E-16  0.30474E-10  0.26086E-06  0.37988E-05  0.12263E-04  0.23984E-04
  0.37399E-04  0.51420E-04  0.65433E-04  0.79069E-04  0.92080E-04  0.10428E-03
  0.11550E-03  0.12558E-03  0.13439E-03  0.14179E-03  0.14767E-03  0.15193E-03
  0.15451E-03  0.15535E-03  0.31642E-03  0.31459E-03  0.30920E-03  0.30034E-03
  0.28817E-03  0.27293E-03  0.25492E-03  0.23448E-03  0.21203E-03  0.18801E-03
  0.16287E-03  0.13704E-03  0.11092E-03  0.84828E-04  0.59173E-04  0.34878E-04
  0.14135E-04  0.17911E-05  0.13301E-09  0.21365E-17  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.86953E-18  0.12509E-09  0.18103E-05  0.14268E-04  0.35140E-04
  0.59508E-04  0.85210E-04  0.11132E-03  0.13745E-03  0.16326E-03  0.18838E-03
  0.21238E-03  0.23479E-03  0.25519E-03  0.27316E-03  0.28836E-03  0.30048E-03
  0.30929E-03  0.31464E-03  0.31642E-03  0.64570E-03  0.64224E-03  0.63192E-03
  0.61486E-03  0.59124E-03  0.56134E-03  0.52553E-03  0.48436E-03  0.43852E-03
  0.38889E-03  0.33657E-03  0.28285E-03  0.22916E-03  0.17690E-03  0.12724E-03
  0.81117E-04  0.39423E-04  0.80607E-05  0.21563E-08  0.78369E-18  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.33667E-18  0.20416E-08  0.81152E-05  0.39639E-04
  0.81448E-04  0.12763E-03  0.17731E-03  0.22958E-03  0.28327E-03  0.33697E-03
  0.38927E-03  0.43887E-03  0.48467E-03  0.52580E-03  0.56156E-03  0.59142E-03
  0.61500E-03  0.63201E-03  0.64228E-03  0.64570E-03  0.12050E-02  0.11998E-02
  0.11842E-02  0.11582E-02  0.11218E-02  0.10748E-02  0.10174E-02  0.94969E-03
  0.87188E-03  0.78458E-03  0.68879E-03  0.58614E-03  0.47913E-03  0.37132E-03
  0.26736E-03  0.17293E-03  0.91133E-04  0.25832E-04  0.44249E-07  0.91595E-17
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.13599E-16  0.43516E-07  0.25970E-04
  0.91442E-04  0.17328E-03  0.26780E-03  0.37177E-03  0.47958E-03  0.58659E-03
  0.68922E-03  0.78499E-03  0.87226E-03  0.95003E-03  0.10177E-02  0.10751E-02
  0.11220E-02  0.11584E-02  0.11843E-02  0.11999E-02  0.12050E-02  0.19406E-02
  0.19346E-02  0.19164E-02  0.18858E-02  0.18424E-02  0.17856E-02  0.17148E-02
  0.16290E-02  0.15273E-02  0.14087E-02  0.12724E-02  0.11179E-02  0.94592E-03
  0.75881E-03  0.56256E-03  0.37021E-03  0.19808E-03  0.65979E-04  0.54297E-06
  0.99230E-16  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.19996E-15  0.54466E-06
  0.66266E-04  0.19850E-03  0.37060E-03  0.56308E-03  0.75933E-03  0.94643E-03
  0.11184E-02  0.12729E-02  0.14092E-02  0.15277E-02  0.16294E-02  0.17151E-02
  0.17859E-02  0.18426E-02  0.18859E-02  0.19165E-02  0.19346E-02  0.19406E-02
  0.27068E-02  0.27011E-02  0.26840E-02  0.26549E-02  0.26134E-02  0.25584E-02
  0.24886E-02  0.24024E-02  0.22975E-02  0.21713E-02  0.20203E-02  0.18407E-02
  0.16278E-02  0.13773E-02  0.10869E-02  0.76434E-03  0.43108E-03  0.15176E-03
  0.37388E-05  0.46447E-15  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10075E-14
  0.37733E-05  0.15224E-03  0.43162E-03  0.76487E-03  0.10875E-02  0.13778E-02
  0.16283E-02  0.18412E-02  0.20208E-02  0.21717E-02  0.22979E-02  0.24027E-02
  0.24889E-02  0.25586E-02  0.26136E-02  0.26551E-02  0.26841E-02  0.27012E-02
  0.27068E-02  0.33739E-02  0.33693E-02  0.33554E-02  0.33319E-02  0.32980E-02
  0.32527E-02  0.31946E-02  0.31218E-02  0.30316E-02  0.29204E-02  0.27836E-02
  0.26146E-02  0.24045E-02  0.21411E-02  0.18082E-02  0.13913E-02  0.87960E-03
  0.34306E-03  0.16635E-04  0.30922E-14  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.59864E-14  0.16787E-04  0.34376E-03  0.88025E-03  0.13919E-02  0.18088E-02
  0.21416E-02  0.24050E-02  0.26151E-02  0.27840E-02  0.29208E-02  0.30319E-02
  0.31220E-02  0.31948E-02  0.32529E-02  0.32981E-02  0.33320E-02  0.33555E-02
  0.33694E-02  0.33739E-02  0.38867E-02  0.38834E-02  0.38732E-02  0.38560E-02
  0.38311E-02  0.37976E-02  0.37545E-02  0.36998E-02  0.36314E-02  0.35457E-02
  0.34382E-02  0.33020E-02  0.31268E-02  0.28970E-02  0.25874E-02  0.21611E-02
  0.15533E-02  0.73244E-03  0.53808E-04  0.25676E-13  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.38837E-13  0.54158E-04  0.73339E-03  0.15540E-02  0.21617E-02
  0.25879E-02  0.28975E-02  0.31272E-02  0.33023E-02  0.34385E-02  0.35460E-02
  0.36316E-02  0.37000E-02  0.37546E-02  0.37978E-02  0.38312E-02  0.38560E-02
  0.38733E-02  0.38834E-02  0.38867E-02  0.44469E-02  0.44365E-02  0.44068E-02
  0.43623E-02  0.43087E-02  0.42516E-02  0.41945E-02  0.41379E-02  0.40795E-02
  0.40141E-02  0.39356E-02  0.38361E-02  0.37059E-02  0.35299E-02  0.32823E-02
  0.29181E-02  0.23367E-02  0.13595E-02  0.14580E-03  0.18466E-12  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.22370E-12  0.14626E-03  0.13606E-02  0.23375E-02
  0.29186E-02  0.32828E-02  0.35302E-02  0.37062E-02  0.38363E-02  0.39358E-02
  0.40143E-02  0.40796E-02  0.41381E-02  0.41946E-02  0.42517E-02  0.43088E-02
  0.43624E-02  0.44069E-02  0.44365E-02  0.44469E-02  0.20155E-01  0.19752E-01
  0.18590E-01  0.16805E-01  0.14601E-01  0.12227E-01  0.99321E-02  0.79336E-02
  0.63742E-02  0.53002E-02  0.46586E-02  0.43234E-02  0.41456E-02  0.40040E-02
  0.38236E-02  0.35485E-02  0.30750E-02  0.21364E-02  0.36281E-03  0.84443E-12
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.92878E-12  0.36322E-03  0.21376E-02
  0.30757E-02  0.35490E-02  0.38237E-02  0.40043E-02  0.41458E-02  0.43236E-02
  0.46587E-02  0.53003E-02  0.63743E-02  0.79336E-02  0.99320E-02  0.12226E-01
  0.14601E-01  0.16804E-01  0.18590E-01  0.19752E-01  0.20155E-01  0.25090E+00
  0.24679E+00  0.23473E+00  0.21552E+00  0.19050E+00  0.16139E+00  0.13025E+00
  0.99316E-01  0.70763E-01  0.46493E-01  0.27832E-01  0.15254E-01  0.82060E-02
  0.51933E-02  0.43034E-02  0.40194E-02  0.36712E-02  0.29044E-02  0.80387E-03
  0.24608E-11  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.25918E-11  0.80440E-03
  0.29057E-02  0.36719E-02  0.40199E-02  0.43032E-02  0.51939E-02  0.82073E-02
  0.15257E-01  0.27836E-01  0.46498E-01  0.70769E-01  0.99321E-01  0.13026E+00
  0.16139E+00  0.19050E+00  0.21552E+00  0.23472E+00  0.24679E+00  0.25090E+00
  0.15408E+01  0.15234E+01  0.14717E+01  0.13877E+01  0.12745E+01  0.11367E+01
  0.98004E+00  0.81171E+00  0.64006E+00  0.47432E+00  0.32409E+00  0.19835E+00
  0.10397E+00  0.43759E-01  0.14441E-01  0.53713E-02  0.41177E-02  0.35448E-02
  0.14932E-02  0.48833E-11  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.50316E-11
  0.14940E-02  0.35461E-02  0.41184E-02  0.53726E-02  0.14446E-01  0.43774E-01
  0.10400E+00  0.19839E+00  0.32415E+00  0.47439E+00  0.64012E+00  0.81177E+00
  0.98009E+00  0.11367E+01  0.12745E+01  0.13877E+01  0.14717E+01  0.15234E+01
  0.15408E+01  0.53541E+01  0.53126E+01  0.51888E+01  0.49845E+01  0.47028E+01
  0.43486E+01  0.39288E+01  0.34529E+01  0.29338E+01  0.23885E+01  0.18387E+01
  0.13115E+01  0.83877E+00  0.45438E+00  0.18909E+00  0.48426E-01  0.73054E-02
  0.40215E-02  0.23052E-02  0.75672E-11  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.77806E-11  0.23059E-02  0.40227E-02  0.73093E-02  0.48454E-01  0.18916E+00
  0.45451E+00  0.83896E+00  0.13117E+01  0.18390E+01  0.23888E+01  0.29341E+01
  0.34531E+01  0.39290E+01  0.43488E+01  0.47029E+01  0.49846E+01  0.51889E+01
  0.53127E+01  0.53541E+01  0.12475E+02  0.12410E+02  0.12215E+02  0.11888E+02
  0.11431E+02  0.10842E+02  0.10123E+02  0.92757E+01  0.83054E+01  0.72220E+01
  0.60430E+01  0.47978E+01  0.35331E+01  0.23204E+01  0.12699E+01  0.48942E+00
  0.88715E-01  0.53289E-02  0.30609E-02  0.11832E-10  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.12514E-10  0.30612E-02  0.53307E-02  0.88762E-01  0.48959E+00
  0.12702E+01  0.23208E+01  0.35337E+01  0.47985E+01  0.60437E+01  0.72227E+01
  0.83060E+01  0.92762E+01  0.10123E+02  0.10842E+02  0.11431E+02  0.11888E+02
