QEUV2 ()                                                                        
UT= 0.00 LAT=    2.50 (DEG)                                                     
VTGCM (DAY,HR,MIN=300, 0, 0)                                                    
Frame    1                                                                      
nx=  73 xx  LONGITUDE (DEG)                         
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.62582E-12  0.19270E-10  0.71570E-09  0.51674E-08  0.16325E-07
  0.33844E-07  0.55506E-07  0.79028E-07  0.10269E-06  0.12535E-06  0.14632E-06
  0.16518E-06  0.18166E-06  0.19561E-06  0.20689E-06  0.21542E-06  0.22116E-06
  0.22409E-06  0.22421E-06  0.46430E-06  0.46025E-06  0.44989E-06  0.43348E-06
  0.41141E-06  0.38419E-06  0.35242E-06  0.31679E-06  0.27804E-06  0.23694E-06
  0.19432E-06  0.15114E-06  0.10873E-06  0.69113E-07  0.35514E-07  0.12189E-07
  0.17618E-08  0.37735E-10  0.67914E-12  0.98091E-43  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.56052E-44  0.68047E-12  0.39528E-10  0.18359E-08  0.12669E-07
  0.36897E-07  0.71760E-07  0.11276E-06  0.15649E-06  0.20076E-06  0.24418E-06
  0.28574E-06  0.32459E-06  0.35995E-06  0.39109E-06  0.41737E-06  0.43822E-06
  0.45318E-06  0.46193E-06  0.46430E-06  0.82999E-06  0.82306E-06  0.80345E-06
  0.77166E-06  0.72852E-06  0.67515E-06  0.61303E-06  0.54392E-06  0.46988E-06
  0.39323E-06  0.31643E-06  0.24199E-06  0.17238E-06  0.11013E-06  0.58323E-07
  0.21321E-07  0.33164E-08  0.59068E-10  0.71277E-12  0.32480E-38  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.15329E-39  0.71114E-12  0.59979E-10  0.33728E-08
  0.21638E-07  0.59113E-07  0.11152E-06  0.17442E-06  0.24468E-06  0.31972E-06
  0.39702E-06  0.47400E-06  0.54819E-06  0.61724E-06  0.67909E-06  0.73197E-06
  0.77444E-06  0.80539E-06  0.82406E-06  0.82999E-06  0.15067E-05  0.14946E-05
  0.14600E-05  0.14035E-05  0.13262E-05  0.12298E-05  0.11164E-05  0.98864E-06
  0.85018E-06  0.70534E-06  0.55939E-06  0.41844E-06  0.28922E-06  0.17846E-06
  0.91999E-07  0.33978E-07  0.57554E-08  0.96552E-10  0.74194E-12  0.95412E-34
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.17427E-35  0.73890E-12  0.96765E-10
  0.58013E-08  0.34269E-07  0.92755E-07  0.17987E-06  0.29145E-06  0.42158E-06
  0.56343E-06  0.71019E-06  0.85563E-06  0.99442E-06  0.11222E-05  0.12353E-05
  0.13311E-05  0.14074E-05  0.14627E-05  0.14960E-05  0.15067E-05  0.27802E-05
  0.27615E-05  0.27067E-05  0.26165E-05  0.24920E-05  0.23347E-05  0.21471E-05
  0.19320E-05  0.16935E-05  0.14369E-05  0.11693E-05  0.89989E-06  0.64082E-06
  0.40711E-06  0.21593E-06  0.83475E-07  0.16597E-07  0.44834E-09  0.83886E-12
  0.45231E-33  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.89268E-33  0.83282E-12
  0.43968E-09  0.16460E-07  0.83137E-07  0.21547E-06  0.40675E-06  0.64083E-06
  0.90051E-06  0.11707E-05  0.14391E-05  0.16963E-05  0.19353E-05  0.21506E-05
  0.23382E-05  0.24952E-05  0.26192E-05  0.27086E-05  0.27625E-05  0.27802E-05
  0.52944E-05  0.52656E-05  0.51795E-05  0.50368E-05  0.48389E-05  0.45878E-05
  0.42858E-05  0.39359E-05  0.35419E-05  0.31087E-05  0.26429E-05  0.21533E-05
  0.16533E-05  0.11624E-05  0.70962E-06  0.33740E-06  0.94789E-07  0.60928E-08
  0.12599E-11  0.62212E-33  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.20821E-32
  0.12555E-11  0.60537E-08  0.94293E-07  0.33605E-06  0.70738E-06  0.11595E-05
  0.16501E-05  0.21500E-05  0.26397E-05  0.31060E-05  0.35396E-05  0.39340E-05
  0.42844E-05  0.45868E-05  0.48383E-05  0.50364E-05  0.51792E-05  0.52655E-05
  0.52944E-05  0.10131E-04  0.10080E-04  0.99273E-05  0.96744E-05  0.93257E-05
  0.88861E-05  0.83618E-05  0.77595E-05  0.70863E-05  0.63492E-05  0.55549E-05
  0.47103E-05  0.38241E-05  0.29099E-05  0.19936E-05  0.11304E-05  0.42423E-06
  0.46717E-07  0.35016E-11  0.26894E-33  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.14942E-32  0.35269E-11  0.46382E-07  0.42214E-06  0.11264E-05  0.19882E-05
  0.29035E-05  0.38172E-05  0.47032E-05  0.55477E-05  0.63423E-05  0.70798E-05
  0.77536E-05  0.83565E-05  0.88816E-05  0.93220E-05  0.96716E-05  0.99254E-05
  0.10079E-04  0.10131E-04  0.19808E-04  0.19703E-04  0.19388E-04  0.18869E-04
  0.18156E-04  0.17261E-04  0.16201E-04  0.14998E-04  0.13674E-04  0.12253E-04
  0.10761E-04  0.92187E-05  0.76436E-05  0.60450E-05  0.44286E-05  0.28206E-05
  0.13123E-05  0.23005E-06  0.28138E-10  0.37234E-35  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.30413E-33  0.28828E-10  0.22898E-06  0.13071E-05  0.28121E-05
  0.44183E-05  0.60337E-05  0.76318E-05  0.92068E-05  0.10749E-04  0.12242E-04
  0.13663E-04  0.14988E-04  0.16192E-04  0.17253E-04  0.18149E-04  0.18864E-04
  0.19385E-04  0.19702E-04  0.19808E-04  0.39325E-04  0.39124E-04  0.38521E-04
  0.37521E-04  0.36136E-04  0.34381E-04  0.32278E-04  0.29859E-04  0.27162E-04
  0.24240E-04  0.21155E-04  0.17981E-04  0.14800E-04  0.11688E-04  0.86995E-05
  0.58579E-05  0.31405E-05  0.80651E-06  0.46376E-09  0.23564E-38  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.44128E-35  0.47976E-09  0.80586E-06  0.31351E-05
  0.58492E-05  0.86893E-05  0.11677E-04  0.14789E-04  0.17970E-04  0.21143E-04
  0.24229E-04  0.27152E-04  0.29849E-04  0.32269E-04  0.34373E-04  0.36129E-04
  0.37516E-04  0.38517E-04  0.39122E-04  0.39325E-04  0.72330E-04  0.72027E-04
  0.71117E-04  0.69598E-04  0.67466E-04  0.64719E-04  0.61358E-04  0.57388E-04
  0.52824E-04  0.47698E-04  0.42067E-04  0.36024E-04  0.29713E-04  0.23340E-04
  0.17171E-04  0.11517E-04  0.65046E-05  0.21704E-05  0.63218E-08  0.55789E-34
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.61947E-32  0.64864E-08  0.21735E-05
  0.65049E-05  0.11515E-04  0.17169E-04  0.23337E-04  0.29711E-04  0.36022E-04
  0.42064E-04  0.47695E-04  0.52820E-04  0.57384E-04  0.61354E-04  0.64716E-04
  0.67463E-04  0.69595E-04  0.71115E-04  0.72026E-04  0.72330E-04  0.11557E-03
  0.11522E-03  0.11416E-03  0.11238E-03  0.10986E-03  0.10655E-03  0.10242E-03
  0.97408E-04  0.91467E-04  0.84533E-04  0.76552E-04  0.67498E-04  0.57396E-04
  0.46383E-04  0.34798E-04  0.23373E-04  0.13064E-04  0.48748E-05  0.57029E-07
  0.27353E-27  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.35008E-27  0.57350E-07
  0.48833E-05  0.13072E-04  0.23381E-04  0.34805E-04  0.46390E-04  0.57402E-04
  0.67503E-04  0.76557E-04  0.84536E-04  0.91470E-04  0.97410E-04  0.10242E-03
  0.10655E-03  0.10986E-03  0.11238E-03  0.11416E-03  0.11522E-03  0.11557E-03
  0.16042E-03  0.16009E-03  0.15910E-03  0.15741E-03  0.15500E-03  0.15181E-03
  0.14775E-03  0.14274E-03  0.13664E-03  0.12929E-03  0.12049E-03  0.11000E-03
  0.97559E-04  0.82888E-04  0.65836E-04  0.46782E-04  0.26982E-04  0.10168E-04
  0.32114E-06  0.12747E-21  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.12148E-22
  0.31724E-06  0.10175E-04  0.26993E-04  0.46794E-04  0.65848E-04  0.82899E-04
  0.97568E-04  0.11001E-03  0.12050E-03  0.12929E-03  0.13664E-03  0.14274E-03
  0.14776E-03  0.15181E-03  0.15500E-03  0.15741E-03  0.15910E-03  0.16009E-03
  0.16042E-03  0.19928E-03  0.19902E-03  0.19822E-03  0.19685E-03  0.19489E-03
  0.19226E-03  0.18890E-03  0.18467E-03  0.17944E-03  0.17299E-03  0.16504E-03
  0.15521E-03  0.14298E-03  0.12762E-03  0.10817E-03  0.83668E-04  0.53443E-04
  0.21482E-04  0.12188E-05  0.20257E-17  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.46375E-18  0.11962E-05  0.21471E-04  0.53445E-04  0.83676E-04  0.10817E-03
  0.12762E-03  0.14298E-03  0.15522E-03  0.16504E-03  0.17299E-03  0.17944E-03
  0.18467E-03  0.18890E-03  0.19226E-03  0.19489E-03  0.19685E-03  0.19822E-03
  0.19902E-03  0.19928E-03  0.22901E-03  0.22882E-03  0.22823E-03  0.22723E-03
  0.22579E-03  0.22386E-03  0.22136E-03  0.21819E-03  0.21423E-03  0.20926E-03
  0.20303E-03  0.19512E-03  0.18494E-03  0.17158E-03  0.15355E-03  0.12861E-03
  0.92871E-04  0.44199E-04  0.34608E-05  0.10788E-15  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.74182E-16  0.34073E-05  0.44160E-04  0.92859E-04  0.12861E-03
  0.15355E-03  0.17158E-03  0.18494E-03  0.19512E-03  0.20302E-03  0.20926E-03
  0.21422E-03  0.21819E-03  0.22135E-03  0.22385E-03  0.22579E-03  0.22723E-03
  0.22823E-03  0.22882E-03  0.22901E-03  0.26165E-03  0.26104E-03  0.25929E-03
  0.25667E-03  0.25353E-03  0.25017E-03  0.24683E-03  0.24353E-03  0.24013E-03
  0.23634E-03  0.23178E-03  0.22601E-03  0.21845E-03  0.20823E-03  0.19384E-03
  0.17257E-03  0.13846E-03  0.80588E-04  0.83611E-05  0.88965E-15  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.93178E-15  0.82870E-05  0.80539E-04  0.13845E-03
  0.17256E-03  0.19383E-03  0.20822E-03  0.21845E-03  0.22600E-03  0.23177E-03
  0.23633E-03  0.24013E-03  0.24353E-03  0.24683E-03  0.25017E-03  0.25352E-03
  0.25667E-03  0.25929E-03  0.26104E-03  0.26165E-03  0.11858E-02  0.11621E-02
  0.10937E-02  0.98863E-03  0.85896E-03  0.71922E-03  0.58420E-03  0.46659E-03
  0.37483E-03  0.31165E-03  0.27393E-03  0.25426E-03  0.24387E-03  0.23563E-03
  0.22512E-03  0.20906E-03  0.18127E-03  0.12557E-03  0.19221E-04  0.54163E-14
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.66918E-14  0.19166E-04  0.12554E-03
  0.18125E-03  0.20905E-03  0.22511E-03  0.23562E-03  0.24386E-03  0.25425E-03
  0.27392E-03  0.31164E-03  0.37483E-03  0.46659E-03  0.58421E-03  0.71923E-03
  0.85898E-03  0.98865E-03  0.10937E-02  0.11621E-02  0.11858E-02  0.14727E-01
  0.14486E-01  0.13777E-01  0.12650E-01  0.11180E-01  0.94710E-02  0.76430E-02
  0.58268E-02  0.41508E-02  0.27265E-02  0.16317E-02  0.89419E-03  0.48118E-03
  0.30487E-03  0.25272E-03  0.23629E-03  0.21581E-03  0.17007E-03  0.41528E-04
  0.25258E-13  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.31733E-13  0.41578E-04
  0.17007E-03  0.21580E-03  0.23629E-03  0.25271E-03  0.30485E-03  0.48116E-03
  0.89414E-03  0.16316E-02  0.27264E-02  0.41507E-02  0.58267E-02  0.76429E-02
  0.94709E-02  0.11180E-01  0.12650E-01  0.13777E-01  0.14486E-01  0.14727E-01
  0.90310E-01  0.89287E-01  0.86256E-01  0.81328E-01  0.74689E-01  0.66604E-01
  0.57416E-01  0.47544E-01  0.37479E-01  0.27763E-01  0.18960E-01  0.11595E-01
  0.60720E-02  0.25522E-02  0.83289E-03  0.31362E-03  0.24163E-03  0.20730E-03
  0.78017E-04  0.78538E-13  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.95326E-13
  0.78260E-04  0.20732E-03  0.24163E-03  0.31362E-03  0.83288E-03  0.25521E-02
  0.60717E-02  0.11595E-01  0.18959E-01  0.27762E-01  0.37478E-01  0.47543E-01
  0.57415E-01  0.66603E-01  0.74688E-01  0.81327E-01  0.86256E-01  0.89287E-01
  0.90310E-01  0.31358E+00  0.31115E+00  0.30389E+00  0.29191E+00  0.27539E+00
  0.25461E+00  0.22999E+00  0.20209E+00  0.17166E+00  0.13969E+00  0.10748E+00
  0.76606E-01  0.48941E-01  0.26470E-01  0.10881E-01  0.27816E-02  0.41748E-03
  0.23512E-03  0.12353E-03  0.16492E-12  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.19246E-12  0.12395E-03  0.23515E-03  0.41767E-03  0.27821E-02  0.10881E-01
  0.26470E-01  0.48940E-01  0.76605E-01  0.10748E+00  0.13969E+00  0.17165E+00
  0.20209E+00  0.22999E+00  0.25461E+00  0.27538E+00  0.29191E+00  0.30389E+00
  0.31115E+00  0.31358E+00  0.73054E+00  0.72672E+00  0.71524E+00  0.69609E+00
  0.66925E+00  0.63471E+00  0.59252E+00  0.54281E+00  0.48589E+00  0.42234E+00
  0.35322E+00  0.28024E+00  0.20617E+00  0.13521E+00  0.73335E-01  0.28184E-01
  0.49766E-02  0.30097E-03  0.16843E-03  0.26140E-12  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  0.00000E+00  0.29483E-12  0.16891E-03  0.30137E-03  0.49807E-02  0.28188E-01
  0.73337E-01  0.13521E+00  0.20617E+00  0.28024E+00  0.35322E+00  0.42234E+00
  0.48588E+00  0.54280E+00  0.59251E+00  0.63471E+00  0.66925E+00  0.69609E+00
